sentence_id	sentence	locale	reason
1fb272ff971548aecffa8d0c0e6de1e0389f174ad51cad3a61f98ae4e9e75c5b	Kenya Airways laikomos vienomis didžiausių Užsachario Afrikos regiono oro linijomis.	lt	different-language
20ddeb3be12bfa86774c4873f7ae21e26b7574526386389252c96405f7b8c0aa	Po dviejų savaičių Siobhan išleido savo debiutinį solo albumą „Revolution In Me“.	lt	different-language
1fa22a1f8a1bf85357e3586f18c7ebe403e8896a05652af2ab2031f4b30156b1	Penktajame ir šeštajame dešimtmečiuose Borussia Dortmund čia laimėjo nemažai rungtynių.	lt	different-language
1f06b94e960083dfe2a3035f2a6ca4a78a4dee3ee0af3d3284ab795e94b996bb	Panaši į Norton commander programą.	lt	different-language
1f88f16a9491487c7406bcc3071a96a94136571870b04cc174563644434fa78e	Šiaurės Amerikoje manga komiksus platina leidykla „Dark Horse Comics“.	lt	different-language
1eb1651e8384b27197ebee76d450bb2cd910d2c34f003c3c23058870d4f5c599	Per video klipo filmavimą Robin Antin pasiūlė Kimberly prisidėti prie „Pussycat Dolls“.	lt	different-language
20ddeb3be12bfa86774c4873f7ae21e26b7574526386389252c96405f7b8c0aa	Po dviejų savaičių Siobhan išleido savo debiutinį solo albumą „Revolution In Me“.	lt	different-language
21af6afdf2ad7b8b974961ebe3f423abbea9b05e12360e768a4f9acbe9d0b27e	Jos nubloškė Link ant žemės nuo žirgo.	lt	grammar-or-spelling
1f72a96951c05e2d1175921830eec870429d707f4f392dab30da92ec2c7f45d9	Encyclopedia of life sciences.	lt	Angl? kalba. English not Lithuanian. 
21a7a074ce60f1ee1ec2d0470f1a997fab1da7c931762bef2872edaf8f5f189c	Tuomet vyras įveda varpą.	lt	offensive-language
20026f41d7a001180a115e9557089cc344989ce434078c1e0e7a858ac81251df	Indijos gyventojų yra vegetarai.	lt	grammar-or-spelling
203c33bf240dc778deb818537a3535742d6eafeb8a7f6aa3970de0316af00e30	Vėliau ir pats daraktoriavo.	lt	grammar-or-spelling
20e7dbfc020fe0db6890b4ff6e05f37565145f5b835a1abb50a1c9f111d122c9	Veikia apskritus metus.	lt	grammar-or-spelling
223bb21dbff8087f35890e91b99212bd56a5eed7350021b90a073ccf42f45a6b	Upė kelete vietų patvenkta.	lt	grammar-or-spelling
22a96ea5337f20cded82ed9ce0bc99a803bfafa58521650b557e9ee83d9a4f3d	Iš salos gerai matoma didžiulė kaldera yra ankstesnių vulkano išsiveržimų pėdsakas.	lt	different-language
22a96ea5337f20cded82ed9ce0bc99a803bfafa58521650b557e9ee83d9a4f3d	Iš salos gerai matoma didžiulė kaldera yra ankstesnių vulkano išsiveržimų pėdsakas.	lt	grammar-or-spelling
21e22e2d6e8cd7eb7475ec1e5ae7331b3669a43957944ec3a9da4adde281636d	Šioje pozoje labiau vadovauja moteris nei vyras.	lt	grammar-or-spelling
20f68faccbcc86dff7095dd9d1237a6576a5a1f42756776a173aa657584bee41	Patelė krūtinės srityje turi porą spenių.	lt	offensive-language
21981ccc0ff127c4b8418a384ab0e756717440fbe451d8562c90f10e89dc302f	Pirmojo pasaulinio karo viduryje buv.	lt	grammar-or-spelling
2274214b52a3597d4c93907f21036159fbac613d594c8e216037ff7917f17ebd	X a. pab.	lt	difficult-pronunciation
0eb4631ff85cca53d2347f6bca2c880012c9cf89fce7b51fd3df2d6f55e8fd0a	Ko pagejdautum?	lt	grammar-or-spelling
223bb21dbff8087f35890e91b99212bd56a5eed7350021b90a073ccf42f45a6b	Upė kelete vietų patvenkta.	lt	grammar-or-spelling
22836c6197a0f7d23f6a1b73e835912516c4845d2908fa406fb64e042d36f62d	Šis nepajėgė išlaikyti pastato bei mokėti nuomos mokestį.	lt	grammar-or-spelling
2af9e5d2cb335acbdca69b6d88e857bda13d2d5edd7aff4a03a47d6d9ff86f07	Laiko kategorija glaudžiai susijusi su veikslo kategorija.	lt	grammar-or-spelling
